active_directory_canonical_name,device_type,protection_engine_version,encryption,domain,site_id,firewall_status,knowledge_catalog_date,reinstall_agent_requested,license_status,reinstall_protection_requested,last_connection_date,agent_version,reboot_requested,mac_addresses,type,site_name,operating_system,custom_group_folder_path,device_id,last_connection,protection_engine_update_status,host_name,security_configuration_id,knowledge_catalog_update_status,security_configuration_name,adaptive_defense_status,account_id,ip_address,isolation_state,logged_on_users_list,accumulated_protection_status,platform_id,file_antivirus_status
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0540,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:54:01.192Z,1.24.02.0000,False,"['84:BA:59:CD:C7:0D', '90:10:57:0B:33:AD']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,bb8f5f77-69e3-4155-9899-f3b806be5660,2025-11-18T07:54:01.192Z,2,AH25ITNB0540,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.14,0,['AAPICO\\tawich.b'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0650,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:26:27.428Z,1.24.02.0000,False,"['D4:AB:61:AC:2D:58', 'D4:AB:61:AC:2D:5C', '18:3D:2D:18:44:78']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,d862b2ec-b6d3-4b08-94d4-72b76ba5a9fc,2025-11-18T07:26:27.428Z,2,AH25ITPC0650,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.76,0,['AAPICO\\ap.production'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0600,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T04:24:06.12Z,1.24.02.0000,False,"['18:3D:2D:1C:B8:06', 'AC:45:EF:55:BD:9C']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,93aff16b-cb2a-42fd-bd20-5864956260b4,2025-11-18T04:24:06.12Z,2,AH25ITPC0600,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.71,0,['AAPICO\\ap.safety'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0670,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:28:08.294Z,1.24.02.0000,False,"['AC:45:EF:70:13:8A', '18:3D:2D:1C:B7:99', 'AC:45:EF:70:13:86']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,8d3310ed-2cac-41a1-a705-f9fe53f97d92,2025-11-18T07:28:08.294Z,2,AH25ITPC0670,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.38,0,['AAPICO\\Manoon.s'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0680,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:56:35.765Z,1.24.02.0000,False,"['AC:45:EF:56:5D:96', '18:3D:2D:18:42:20', 'AC:45:EF:56:5D:92']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,ad82f1a2-c8ee-4c47-8d85-efe9c67a740b,2025-11-18T06:56:35.765Z,2,AH25ITPC0680,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.84,0,['AAPICO\\APST-RM'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0630,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-16T08:50:03Z,False,0,False,2025-11-18T01:55:39.57Z,1.24.02.0000,False,"['AC:45:EF:56:E8:4D', 'AC:45:EF:56:E8:51', '18:3D:2D:18:41:24']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,bc285412-62d6-4834-af93-797cae0eb44a,2025-11-18T01:55:39.57Z,2,AH25ITPC0630,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.22,0,['AAPICO\\Vongtong.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0660,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T05:30:01.208Z,1.24.02.0000,False,"['18:3D:2D:1C:B8:B1', 'D4:AB:61:AC:2E:43', 'D4:AB:61:AC:2E:47']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,223e82fe-001a-4767-ba62-0047d5a1dee4,2025-11-18T05:30:01.208Z,2,AH25ITPC0660,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.27,0,['AAPICO\\AP_Injection'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0720,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:47:25.449Z,1.24.02.0000,False,"['18:3D:2D:1C:B7:BA', 'D4:AB:61:AC:2C:BD']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,05a2da3e-fdd4-40ae-a24c-6a3747463498,2025-11-18T06:47:25.449Z,1,AH25ITPC0720,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.91,0,['AAPICO\\AP_Injection'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0640,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:25:43.162Z,1.24.02.0000,False,"['AC:45:EF:70:13:7C', 'AC:45:EF:70:13:80', '18:3D:2D:18:3F:52']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,cf3c3c57-d9a6-4f5a-bde8-e43690df22a6,2025-11-18T06:25:43.162Z,2,AH25ITPC0640,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.68,0,['AAPICO\\Nattawadee.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0710,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:10:35.734Z,1.24.02.0000,False,"['AC:45:EF:70:15:C9', '18:3D:2D:1C:B7:47', 'AC:45:EF:70:15:C5']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,f146ee0b-2cd2-47bc-aed2-1902ab0fa771,2025-11-18T06:10:35.734Z,2,AH25ITPC0710,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.42,0,['AAPICO\\AP_Injection'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0700,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:51:47.191Z,1.24.02.0000,False,"['D4:AB:61:AD:55:98', 'D4:AB:61:AD:55:9C', '18:3D:2D:1C:B9:38']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,f35a547d-5ccb-46ac-aef8-7cbd75351af6,2025-11-18T07:51:47.191Z,1,AH25ITPC0700,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.92,0,['AAPICO\\suphaset.o'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0690,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:39:26.947Z,1.24.02.0000,False,"['D4:AB:61:AC:2B:50', 'D4:AB:61:AC:2B:54', '18:3D:2D:1C:B8:8D']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,4887033f-a7b5-41e2-8662-669a7c5d1e49,2025-11-18T07:39:26.947Z,1,AH25ITPC0690,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.93,0,['AAPICO\\thanapron.k'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0730,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:55:52.268Z,1.24.02.0000,False,"['AC:45:EF:4E:67:A3', '18:3D:2D:18:3F:45', 'AC:45:EF:4E:67:9F']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,8ed31c1d-8959-4d7c-9abc-e70263559d2d,2025-11-18T07:55:52.268Z,1,AH25ITPC0730,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.90,0,['AAPICO\\Somsak.k'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0740,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:09:27.379Z,1.24.02.0000,False,"['AC:45:EF:56:E8:2F', '18:3D:2D:1C:BA:D5', 'AC:45:EF:56:E8:33']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,0d197df9-def8-4cac-97cb-bb8125b8c2f6,2025-11-18T06:09:27.379Z,2,AH25ITPC0740,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.49,0,['AAPICO\\ap.production2'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0770,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:35:38.837Z,1.24.02.0000,False,"['AC:45:EF:70:15:DE', '18:3D:2D:1C:B7:87']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,085207b8-188b-4912-9fa5-cb3e81673226,2025-11-18T07:35:38.837Z,2,AH25ITPC0770,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.4.3,0,['AAPICO\\ap.adminmold'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH25ITPC0750,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-11T13:10:04Z,False,0,False,2025-11-14T03:41:34.181Z,1.24.01.0000,False,"['18:3D:2D:18:41:F7', 'D4:AB:61:AD:53:D5', 'D4:AB:61:AD:53:D1']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,9eca72c2-9757-474c-b1c9-5b67bc09065b,2025-11-14T03:41:34.181Z,1,AH25ITPC0750,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.4.1,0,['AAPICO\\ap.admintooling'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0820,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:38:28.039Z,1.24.02.0000,False,"['AC:45:EF:70:13:B7', 'AC:45:EF:70:13:B3', '18:3D:2D:1C:B7:B3']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,0c7e7d78-a121-489f-9935-0d35837544a4,2025-11-18T06:38:28.039Z,1,AH25ITPC0820,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.74,0,['AAPICO\\anan.sa'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0790,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:04:58.223Z,1.24.02.0000,False,"['AC:45:EF:70:13:D5', 'AC:45:EF:70:13:D1', '18:3D:2D:18:40:EB']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,07878f09-4490-4af8-aa65-4ea1da818291,2025-11-18T08:04:58.223Z,2,AH25ITPC0790,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.82,0,['AAPICO\\APST-RM'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0800,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:05:39.864Z,1.24.02.0000,False,"['18:3D:2D:1C:B8:00', 'AC:45:EF:50:89:2F', 'AC:45:EF:50:89:2B']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,88188ff2-351d-46a5-9893-f19de1e9048e,2025-11-18T07:05:39.864Z,1,AH25ITPC0800,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.80,0,['AAPICO\\Ginggarn.S'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0760,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:02:17.97Z,1.24.02.0000,False,"['AC:45:EF:56:5D:97', 'AC:45:EF:56:5D:9B', '18:3D:2D:1C:B7:58']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,5c187aba-3925-4514-a993-b11a98a48954,2025-11-18T06:02:17.97Z,2,AH25ITPC0760,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.53,0,['AAPICO\\bulun.s'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0810,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:58:08.677Z,1.24.02.0000,False,"['18:3D:2D:1C:B6:89', 'D4:AB:61:AC:2B:14', 'D4:AB:61:AC:2B:18']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,7bcf1015-3d37-44cf-98e6-9b91fff9cafd,2025-11-18T06:58:08.677Z,1,AH25ITPC0810,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.83,0,['AAPICO\\Aegmanee.M'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0780,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-15T10:40:03Z,False,0,False,2025-11-15T11:59:16.655Z,1.24.02.0000,False,"['AC:45:EF:56:E8:5B', 'AC:45:EF:56:E8:57', '18:3D:2D:18:41:C2']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,105c719a-b315-4f8f-a1d8-ed49fccdbb35,2025-11-15T11:59:16.655Z,1,AH25ITPC0780,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.78,0,['AAPICO\\Jirasak.s'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0860,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:28:54.766Z,1.24.02.0000,False,"['18:3D:2D:1C:B7:B9', 'AC:45:EF:50:40:B4', 'AC:45:EF:50:40:B0']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,cbd82371-6d76-4379-a26b-d1deaee19262,2025-11-18T06:28:54.766Z,2,AH25ITPC0860,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.17,0,['AAPICO\\ap.adminplanning'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0870,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:27:47.492Z,1.24.02.0000,False,"['18:3D:2D:18:42:0C', 'D4:AB:61:AD:52:86', 'D4:AB:61:AD:52:82']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,76309ad8-703a-48ca-8ecf-da6c0f260132,2025-11-18T07:27:47.492Z,2,AH25ITPC0870,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.72,0,['AAPICO\\Karnchana.m'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0840,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:52:36.886Z,1.24.02.0000,False,"['AC:45:EF:70:13:99', '18:3D:2D:1C:B7:41', 'AC:45:EF:70:13:95']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,f843a760-bda5-46ee-8d98-30fee516e83c,2025-11-18T06:52:36.886Z,2,AH25ITPC0840,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.7,0,['AAPICO\\aplogistics'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0850,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T02:11:09.756Z,1.24.02.0000,False,"['18:3D:2D:1C:BA:EB', 'AC:45:EF:70:15:BA', 'AC:45:EF:70:15:B6']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,650cbe77-1480-4230-8288-c474a2ce8055,2025-11-18T02:11:09.756Z,2,AH25ITPC0850,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.89,0,['AAPICO\\pamon.b'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITPC0830,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:10:20.376Z,1.24.02.0000,False,"['18:3D:2D:18:42:0F', 'AC:45:EF:56:E8:15', 'AC:45:EF:56:E8:11']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,4f9b26af-1038-481f-8aa0-e2ac21c3b978,2025-11-18T08:10:20.376Z,2,AH25ITPC0830,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.1.1,0,['AAPICO\\Phadung.P'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0530,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:14:10.872Z,1.24.02.0000,False,"['84:BA:59:CD:C7:5D', '90:10:57:08:F6:AF', '90:10:57:08:F6:AB']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,139ad559-b007-4b98-8fea-2c05a67f3d19,2025-11-18T07:14:10.872Z,1,AH25ITNB0530,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.26,0,['AAPICO\\Rajeevan.K'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0570,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:08:31.495Z,1.24.02.0000,False,"['90:10:57:0B:C4:08', '84:BA:59:CD:C6:92']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,f8a63e72-3aa6-4b84-b8f3-49179c511f5d,2025-11-18T08:08:31.495Z,2,AH25ITNB0570,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.30,0,['AAPICO\\Boonlert.w'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0600,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-16T08:50:03Z,False,0,False,2025-11-17T09:48:19.203Z,1.24.02.0000,False,"['90:10:57:0E:2D:74', '84:BA:59:CD:C7:29', '90:10:57:0E:2D:78']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,4ee987ae-249f-4f5b-bc5f-297aff1991e7,2025-11-17T09:48:19.203Z,1,AH25ITNB0600,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.13,0,['AAPICO\\Somsak.k'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0590,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:06:06.953Z,1.24.02.0000,False,"['90:10:57:0D:0E:A3', '84:BA:59:CD:C7:EB', '90:10:57:0D:0E:A7']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,729b664e-b1a5-45ec-93f7-11290af9d3dc,2025-11-18T08:06:06.953Z,2,AH25ITNB0590,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.64,0,['AAPICO\\jirapon.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0560,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:25:46.314Z,1.24.02.0000,False,"['90:10:57:0E:33:B8', '02:50:41:00:00:01', '84:BA:59:CD:C7:F6', '90:10:57:0E:33:B4']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,9ac9e83b-2451-4435-a641-8e21053c2a26,2025-11-18T06:25:46.314Z,2,AH25ITNB0560,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.10.211.197,0,['AAPICO\\wiparat.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0580,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:11:31.694Z,1.24.02.0000,False,"['90:10:57:0D:9C:A6', '84:BA:59:CD:C7:24']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,18da56fa-cf2c-4f94-8b51-a81d15d49a0e,2025-11-18T08:11:31.694Z,2,AH25ITNB0580,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.34,0,['AAPICO\\Sorasak.o'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0680,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T04:50:24.498Z,1.24.02.0000,False,"['90:10:57:0B:2E:20', '84:BA:59:CD:C5:AA', '90:10:57:0B:2E:1C']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,b3dfb439-c52d-4f32-918a-4f974394452d,2025-11-18T04:50:24.498Z,1,AH25ITNB0680,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.10.6.81,0,['AAPICO\\Wassana.M'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0700,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:56:16.95Z,1.24.02.0000,False,"['84:BA:59:CD:C5:A1', '90:10:57:0C:BD:4E', '90:10:57:0C:BD:4A']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,4e26f8e2-80be-4fe4-a40e-f18183822ee4,2025-11-18T07:56:16.95Z,2,AH25ITNB0700,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.3,0,['AAPICO\\Nattawat.r'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APB\AH25ITNB0660,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:09:48.788Z,1.24.02.0000,False,"['90:10:57:0B:33:BC', '84:BA:59:CD:C6:DF']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AP,fd0682c1-13cc-4ca8-9b33-868f4f6c8070,2025-11-18T07:09:48.788Z,2,AH25ITNB0660,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.30.20.16,0,['AAPICO\\Tapanee.n'],1,1,1
